0	0
0	0
0	0
0	0
-0,167601299	-0,064695906
-0,141746664	-0,318313809
0,054971023	-0,495373713
0,335377164	-0,269455355
-0,267762409	-0,383840318
0,882967176	-4,53280614
-9,498783792	-8,148216053
0,554395753	-0,317441329
-0,291883324	-0,418889009
-1,736447186	14,17196304
-15,7028439	-9,401795266
0,666139609	-0,407319526
-0,31646923	-0,453613614
11,29288305	0,083447251
1,32879495	2,099855115
0,536473535	-0,431290191
-0,471492407	-0,501148376
-1,725102642	9,919265109
-15,79220463	-2,443086529
0,621370892	-0,371456786
-0,179558938	-0,082292013
-12,6300956	6,796389345
-6,382932581	0,65843481
0,420224883	-0,209684823
-0,051868005	-0,249082375
14,1499719	3,202161074
7,747049949	5,18298124
0,25023263	-0,32959486
-0,063980258	-0,266570526
5,845803596	10,28013016
-5,474324114	-5,918777095
0,424643401	-0,341518694
-0,015169405	-0,196870124
-0,688435348	12,97478353
8,005294895	20,5477351
0,308568141	-0,11969826
